# Timestep,Rewards,Exploration %,Training Score
5.000000000000000000e+03,-5.000000000000000000e+02,9.941666666666665719e+01,1.612193696200847626e-02
1.000000000000000000e+04,-5.000000000000000000e+02,9.883333333333332860e+01,8.481391705572605133e-03
1.500000000000000000e+04,-5.000000000000000000e+02,9.825000000000000000e+01,1.636327244341373444e-02
2.000000000000000000e+04,-3.855799999999999841e+02,9.766666666666667140e+01,1.640640944242477417e-02
2.500000000000000000e+04,-2.199699999999999989e+02,9.708333333333332860e+01,1.301546394824981689e-02
3.000000000000000000e+04,-1.927700000000000102e+02,9.650000000000000000e+01,1.727318912744522095e-01
3.500000000000000000e+04,-2.176299999999999955e+02,9.591666666666667140e+01,1.755044981837272644e-02
4.000000000000000000e+04,-3.015600000000000023e+02,9.533333333333334281e+01,3.149378597736358643e-01
4.500000000000000000e+04,-3.431800000000000068e+02,9.475000000000000000e+01,1.833737455308437347e-02
5.000000000000000000e+04,-2.451800000000000068e+02,9.416666666666667140e+01,1.820852048695087433e-02
5.500000000000000000e+04,-1.014200000000000017e+02,9.358333333333332860e+01,3.413825854659080505e-02
6.000000000000000000e+04,-3.989499999999999886e+02,9.300000000000000000e+01,2.602586150169372559e-02
6.500000000000000000e+04,-1.669199999999999875e+02,9.241666666666667140e+01,2.952604554593563080e-02
7.000000000000000000e+04,-1.827899999999999920e+02,9.183333333333332860e+01,4.717783033847808838e-01
7.500000000000000000e+04,-1.041099999999999994e+02,9.125000000000000000e+01,1.497231330722570419e-02
8.000000000000000000e+04,-1.272600000000000051e+02,9.066666666666667140e+01,3.166525438427925110e-02
8.500000000000000000e+04,-5.000000000000000000e+02,9.008333333333334281e+01,3.393581807613372803e-01
9.000000000000000000e+04,-3.127799999999999727e+02,8.950000000000000000e+01,3.611156716942787170e-02
9.500000000000000000e+04,-1.296200000000000045e+02,8.891666666666667140e+01,2.646016515791416168e-02
1.000000000000000000e+05,-2.376599999999999966e+02,8.833333333333332860e+01,6.624076515436172485e-02
1.050000000000000000e+05,-2.946299999999999955e+02,8.775000000000000000e+01,4.621923863887786865e-01
1.100000000000000000e+05,-3.003600000000000136e+02,8.716666666666667140e+01,4.027345031499862671e-02
1.150000000000000000e+05,-3.339300000000000068e+02,8.658333333333332860e+01,4.032186791300773621e-02
1.200000000000000000e+05,-5.000000000000000000e+02,8.600000000000000000e+01,2.787279486656188965e-01
1.250000000000000000e+05,-3.801899999999999977e+02,8.541666666666665719e+01,5.724726319313049316e-01
1.300000000000000000e+05,-1.319499999999999886e+02,8.483333333333334281e+01,3.437633067369461060e-02
1.350000000000000000e+05,-1.010499999999999972e+02,8.425000000000000000e+01,7.279592156410217285e-01
1.400000000000000000e+05,-2.663100000000000023e+02,8.366666666666667140e+01,2.849687449634075165e-02
1.450000000000000000e+05,-4.973500000000000227e+02,8.308333333333332860e+01,1.282947659492492676e+00
1.500000000000000000e+05,-3.356499999999999773e+02,8.250000000000000000e+01,3.496132418513298035e-02
1.550000000000000000e+05,-1.259000000000000057e+02,8.191666666666665719e+01,3.575607761740684509e-02
1.600000000000000000e+05,-3.135400000000000205e+02,8.133333333333332860e+01,5.664986968040466309e-01
1.650000000000000000e+05,-1.110600000000000023e+02,8.075000000000000000e+01,3.752774372696876526e-02
1.700000000000000000e+05,-1.061599999999999966e+02,8.016666666666665719e+01,5.393317714333534241e-02
1.750000000000000000e+05,-1.091500000000000057e+02,7.958333333333334281e+01,5.898666381835937500e-02
1.800000000000000000e+05,-5.000000000000000000e+02,7.900000000000000000e+01,8.957234025001525879e-01
1.850000000000000000e+05,-5.000000000000000000e+02,7.841666666666667140e+01,3.496035560965538025e-02
1.900000000000000000e+05,-2.135000000000000000e+02,7.783333333333332860e+01,3.218574449419975281e-02
1.950000000000000000e+05,-2.339699999999999989e+02,7.725000000000000000e+01,3.910010680556297302e-02
2.000000000000000000e+05,-8.940000000000000568e+01,7.666666666666667140e+01,5.611594021320343018e-02
2.050000000000000000e+05,-4.381200000000000045e+02,7.608333333333334281e+01,5.430001020431518555e-02
2.100000000000000000e+05,-1.709099999999999966e+02,7.550000000000000000e+01,4.927038773894309998e-02
2.150000000000000000e+05,-9.623999999999999488e+01,7.491666666666667140e+01,5.388628318905830383e-02
2.200000000000000000e+05,-1.204599999999999937e+02,7.433333333333334281e+01,8.331376314163208008e-02
2.250000000000000000e+05,-5.000000000000000000e+02,7.375000000000000000e+01,2.238335758447647095e-01
2.300000000000000000e+05,-5.000000000000000000e+02,7.316666666666667140e+01,4.109170287847518921e-02
2.350000000000000000e+05,-2.617799999999999727e+02,7.258333333333332860e+01,5.744041502475738525e-02
2.400000000000000000e+05,-1.361599999999999966e+02,7.200000000000000000e+01,3.653754666447639465e-02
2.450000000000000000e+05,-4.844599999999999795e+02,7.141666666666665719e+01,3.773251771926879883e-01
2.500000000000000000e+05,-1.061200000000000045e+02,7.083333333333332860e+01,2.798197865486145020e-01
2.550000000000000000e+05,-1.285300000000000011e+02,7.025000000000000000e+01,5.304294452071189880e-02
2.600000000000000000e+05,-1.117500000000000000e+02,6.966666666666667140e+01,5.017765164375305176e-01
2.650000000000000000e+05,-3.955000000000000000e+02,6.908333333333334281e+01,2.114582210779190063e-01
2.700000000000000000e+05,-4.706999999999999886e+02,6.850000000000000000e+01,4.226994514465332031e-01
2.750000000000000000e+05,-1.444900000000000091e+02,6.791666666666667140e+01,9.114069491624832153e-02
2.800000000000000000e+05,-5.000000000000000000e+02,6.733333333333332860e+01,1.133627295494079590e-01
2.850000000000000000e+05,-1.675699999999999932e+02,6.675000000000000000e+01,7.998480647802352905e-02
2.900000000000000000e+05,-5.000000000000000000e+02,6.616666666666665719e+01,7.499366253614425659e-02
2.950000000000000000e+05,-5.000000000000000000e+02,6.558333333333334281e+01,1.733114123344421387e-01
3.000000000000000000e+05,-5.000000000000000000e+02,6.500000000000000000e+01,7.007039338350296021e-02
3.050000000000000000e+05,-5.000000000000000000e+02,6.441666666666667140e+01,9.142246097326278687e-02
3.100000000000000000e+05,-5.000000000000000000e+02,6.383333333333332860e+01,2.651382386684417725e-01
3.150000000000000000e+05,-5.000000000000000000e+02,6.325000000000000711e+01,6.071380972862243652e-01
3.200000000000000000e+05,-1.080400000000000063e+02,6.266666666666667140e+01,8.281411230564117432e-02
3.250000000000000000e+05,-5.000000000000000000e+02,6.208333333333333570e+01,1.054981425404548645e-01
3.300000000000000000e+05,-5.000000000000000000e+02,6.150000000000000000e+01,7.536157965660095215e-01
3.350000000000000000e+05,-1.410099999999999909e+02,6.091666666666666430e+01,4.427081048488616943e-01
3.400000000000000000e+05,-5.000000000000000000e+02,6.033333333333332860e+01,2.535186707973480225e-01
3.450000000000000000e+05,-4.888799999999999955e+02,5.975000000000000000e+01,8.104898780584335327e-02
3.500000000000000000e+05,-5.000000000000000000e+02,5.916666666666666430e+01,2.602635920047760010e-01
3.550000000000000000e+05,-1.405500000000000114e+02,5.858333333333332860e+01,8.603355288505554199e-02
3.600000000000000000e+05,-9.243999999999999773e+01,5.800000000000000711e+01,4.501058757305145264e-01
3.650000000000000000e+05,-1.115799999999999983e+02,5.741666666666667140e+01,2.240037173032760620e-01
3.700000000000000000e+05,-1.408199999999999932e+02,5.683333333333333570e+01,7.561919838190078735e-02
3.750000000000000000e+05,-2.510900000000000034e+02,5.625000000000000000e+01,1.635794788599014282e-01
3.800000000000000000e+05,-1.024200000000000017e+02,5.566666666666666430e+01,7.217223942279815674e-02
3.850000000000000000e+05,-1.043599999999999994e+02,5.508333333333332860e+01,2.060887664556503296e-01
3.900000000000000000e+05,-1.187699999999999960e+02,5.449999999999999289e+01,7.447308301925659180e-02
3.950000000000000000e+05,-2.676600000000000250e+02,5.391666666666667140e+01,1.541278213262557983e-01
4.000000000000000000e+05,-1.811299999999999955e+02,5.333333333333334281e+01,8.971381932497024536e-02
4.050000000000000000e+05,-1.075600000000000023e+02,5.275000000000000711e+01,8.923646062612533569e-02
4.100000000000000000e+05,-9.329999999999999716e+01,5.216666666666667140e+01,9.207595139741897583e-02
4.150000000000000000e+05,-1.362899999999999920e+02,5.158333333333333570e+01,1.097055003046989441e-01
4.200000000000000000e+05,-4.855500000000000114e+02,5.100000000000000000e+01,2.268454283475875854e-01
4.250000000000000000e+05,-8.123000000000000398e+01,5.041666666666666430e+01,1.469258815050125122e-01
4.300000000000000000e+05,-5.000000000000000000e+02,4.983333333333334281e+01,1.250047832727432251e-01
4.350000000000000000e+05,-8.931000000000000227e+01,4.924999999999999289e+01,1.856117844581604004e-01
4.400000000000000000e+05,-4.360000000000000000e+02,4.866666666666667140e+01,1.739837974309921265e-01
4.450000000000000000e+05,-2.227100000000000080e+02,4.808333333333333570e+01,1.417619436979293823e-01
4.500000000000000000e+05,-1.127800000000000011e+02,4.750000000000000000e+01,1.778958886861801147e-01
4.550000000000000000e+05,-1.019699999999999989e+02,4.691666666666667140e+01,2.463496178388595581e-01
4.600000000000000000e+05,-4.956700000000000159e+02,4.633333333333332860e+01,1.106845736503601074e-01
4.650000000000000000e+05,-9.831999999999999318e+01,4.575000000000000000e+01,1.465841382741928101e-01
4.700000000000000000e+05,-1.136099999999999994e+02,4.516666666666666430e+01,1.497952938079833984e-01
4.750000000000000000e+05,-9.421999999999999886e+01,4.458333333333332860e+01,1.864989846944808960e-01
4.800000000000000000e+05,-8.831999999999999318e+01,4.400000000000000711e+01,1.449304670095443726e-01
4.850000000000000000e+05,-5.000000000000000000e+02,4.341666666666667140e+01,1.696633845567703247e-01
4.900000000000000000e+05,-5.000000000000000000e+02,4.283333333333333570e+01,5.731462836265563965e-01
4.950000000000000000e+05,-1.055499999999999972e+02,4.225000000000000000e+01,1.955065876245498657e-01
5.000000000000000000e+05,-2.648299999999999841e+02,4.166666666666666430e+01,1.513675600290298462e-01
5.050000000000000000e+05,-5.000000000000000000e+02,4.108333333333333570e+01,2.677235007286071777e-01
5.100000000000000000e+05,-1.023100000000000023e+02,4.050000000000000000e+01,1.192361935973167419e-01
5.150000000000000000e+05,-5.000000000000000000e+02,3.991666666666666430e+01,2.577045857906341553e-01
5.200000000000000000e+05,-1.150400000000000063e+02,3.933333333333332860e+01,3.912098705768585205e-01
5.250000000000000000e+05,-1.355099999999999909e+02,3.874999999999999289e+01,1.054238379001617432e-01
5.300000000000000000e+05,-5.000000000000000000e+02,3.816666666666667140e+01,2.781773805618286133e-01
5.350000000000000000e+05,-9.825000000000000000e+01,3.758333333333333570e+01,1.416931301355361938e-01
5.400000000000000000e+05,-9.900000000000000000e+01,3.700000000000000000e+01,1.784970760345458984e-01
5.450000000000000000e+05,-5.000000000000000000e+02,3.641666666666666430e+01,3.602758347988128662e-01
5.500000000000000000e+05,-2.801499999999999773e+02,3.583333333333334281e+01,1.652106195688247681e-01
5.550000000000000000e+05,-4.821700000000000159e+02,3.525000000000000000e+01,2.008126378059387207e-01
5.600000000000000000e+05,-2.329600000000000080e+02,3.466666666666667140e+01,1.586389094591140747e-01
5.650000000000000000e+05,-5.000000000000000000e+02,3.408333333333332860e+01,2.046987414360046387e-01
5.700000000000000000e+05,-1.015600000000000023e+02,3.350000000000000000e+01,1.699508577585220337e-01
5.750000000000000000e+05,-9.620999999999999375e+01,3.291666666666667140e+01,3.755631148815155029e-01
5.800000000000000000e+05,-5.000000000000000000e+02,3.233333333333333570e+01,2.833948135375976562e-01
5.850000000000000000e+05,-1.251599999999999966e+02,3.175000000000000000e+01,3.483595848083496094e-01
5.900000000000000000e+05,-1.103499999999999943e+02,3.116666666666667496e+01,2.478622198104858398e-01
5.950000000000000000e+05,-5.000000000000000000e+02,3.058333333333332860e+01,2.934814095497131348e-01
6.000000000000000000e+05,-4.291700000000000159e+02,3.000000000000000355e+01,3.363301455974578857e-01
6.050000000000000000e+05,-5.000000000000000000e+02,2.941666666666666785e+01,1.745401024818420410e-01
6.100000000000000000e+05,-2.573299999999999841e+02,2.883333333333333215e+01,2.342827767133712769e-01
6.150000000000000000e+05,-3.386800000000000068e+02,2.825000000000000711e+01,3.628903627395629883e-01
6.200000000000000000e+05,-1.137600000000000051e+02,2.766666666666666075e+01,1.704065948724746704e-01
6.250000000000000000e+05,-1.952400000000000091e+02,2.708333333333333570e+01,2.413919717073440552e-01
6.300000000000000000e+05,-1.207000000000000028e+02,2.650000000000000000e+01,2.038092166185379028e-01
6.350000000000000000e+05,-3.589900000000000091e+02,2.591666666666666430e+01,2.270149737596511841e-01
6.400000000000000000e+05,-1.052000000000000028e+02,2.533333333333334281e+01,1.043046638369560242e-01
6.450000000000000000e+05,-5.000000000000000000e+02,2.474999999999999289e+01,3.096394836902618408e-01
6.500000000000000000e+05,-1.060000000000000000e+02,2.416666666666667140e+01,1.570370495319366455e-01
6.550000000000000000e+05,-2.001899999999999977e+02,2.358333333333333570e+01,1.071221902966499329e-01
6.600000000000000000e+05,-1.032800000000000011e+02,2.300000000000000000e+01,1.798716783523559570e-01
6.650000000000000000e+05,-5.000000000000000000e+02,2.241666666666667496e+01,4.302828311920166016e-01
6.700000000000000000e+05,-5.000000000000000000e+02,2.183333333333332860e+01,1.782194525003433228e-01
6.750000000000000000e+05,-1.217099999999999937e+02,2.125000000000000355e+01,1.128377914428710938e-01
6.800000000000000000e+05,-1.194599999999999937e+02,2.066666666666666785e+01,2.873937189579010010e-01
6.850000000000000000e+05,-2.943100000000000023e+02,2.008333333333333215e+01,9.017235040664672852e-02
6.900000000000000000e+05,-4.859399999999999977e+02,1.950000000000000711e+01,2.823143303394317627e-01
6.950000000000000000e+05,-4.453600000000000136e+02,1.891666666666667140e+01,8.442077040672302246e-02
7.000000000000000000e+05,-9.809000000000000341e+01,1.833333333333333570e+01,1.848662942647933960e-01
7.050000000000000000e+05,-1.552599999999999909e+02,1.775000000000000000e+01,2.032463699579238892e-01
7.100000000000000000e+05,-1.011700000000000017e+02,1.716666666666666430e+01,1.426213830709457397e-01
7.150000000000000000e+05,-9.679999999999999716e+01,1.658333333333333925e+01,1.037826016545295715e-01
