# Timestep,Rewards,Exploration %,Training Score
1.000000000000000000e+03,-2.000000000000000000e+02,9.944444444444444287e+01,1.449508070945739746e-01
2.000000000000000000e+03,-2.000000000000000000e+02,9.888888888888888573e+01,1.528734862804412842e-01
3.000000000000000000e+03,-2.000000000000000000e+02,9.833333333333332860e+01,1.794579327106475830e-01
4.000000000000000000e+03,-2.000000000000000000e+02,9.777777777777777146e+01,1.482741385698318481e-01
5.000000000000000000e+03,-2.000000000000000000e+02,9.722222222222221433e+01,1.653158962726593018e-01
6.000000000000000000e+03,-2.000000000000000000e+02,9.666666666666667140e+01,1.736862659454345703e-01
7.000000000000000000e+03,-2.000000000000000000e+02,9.611111111111111427e+01,1.247496753931045532e-01
8.000000000000000000e+03,-2.000000000000000000e+02,9.555555555555555713e+01,1.221316680312156677e-01
9.000000000000000000e+03,-2.000000000000000000e+02,9.500000000000000000e+01,1.742662489414215088e-01
1.000000000000000000e+04,-2.000000000000000000e+02,9.444444444444444287e+01,2.134786248207092285e-01
1.100000000000000000e+04,-2.000000000000000000e+02,9.388888888888888573e+01,1.914425492286682129e-01
1.200000000000000000e+04,-2.000000000000000000e+02,9.333333333333332860e+01,1.602884531021118164e-01
1.300000000000000000e+04,-2.000000000000000000e+02,9.277777777777778567e+01,1.624566167593002319e-01
1.400000000000000000e+04,-2.000000000000000000e+02,9.222222222222222854e+01,1.709523200988769531e-01
1.500000000000000000e+04,-2.000000000000000000e+02,9.166666666666665719e+01,1.585818529129028320e-01
1.600000000000000000e+04,-2.000000000000000000e+02,9.111111111111111427e+01,1.998913884162902832e-01
1.700000000000000000e+04,-2.000000000000000000e+02,9.055555555555555713e+01,1.789425313472747803e-01
1.800000000000000000e+04,-2.000000000000000000e+02,9.000000000000000000e+01,1.718272119760513306e-01
1.900000000000000000e+04,-2.000000000000000000e+02,8.944444444444444287e+01,1.739432066679000854e-01
2.000000000000000000e+04,-2.000000000000000000e+02,8.888888888888888573e+01,1.706376522779464722e-01
2.100000000000000000e+04,-2.000000000000000000e+02,8.833333333333332860e+01,1.508329212665557861e-01
2.200000000000000000e+04,-2.000000000000000000e+02,8.777777777777777146e+01,1.863373517990112305e-01
2.300000000000000000e+04,-2.000000000000000000e+02,8.722222222222222854e+01,2.025981247425079346e-01
2.400000000000000000e+04,-2.000000000000000000e+02,8.666666666666667140e+01,1.665589809417724609e-01
2.500000000000000000e+04,-2.000000000000000000e+02,8.611111111111111427e+01,1.810978353023529053e-01
2.600000000000000000e+04,-2.000000000000000000e+02,8.555555555555555713e+01,1.718639731407165527e-01
2.700000000000000000e+04,-2.000000000000000000e+02,8.500000000000000000e+01,1.423846334218978882e-01
2.800000000000000000e+04,-2.000000000000000000e+02,8.444444444444444287e+01,1.494273692369461060e-01
2.900000000000000000e+04,-2.000000000000000000e+02,8.388888888888888573e+01,1.860028207302093506e-01
3.000000000000000000e+04,-2.000000000000000000e+02,8.333333333333334281e+01,1.921736896038055420e-01
3.100000000000000000e+04,-2.000000000000000000e+02,8.277777777777777146e+01,1.526964753866195679e-01
3.200000000000000000e+04,-2.000000000000000000e+02,8.222222222222221433e+01,1.725741028785705566e-01
3.300000000000000000e+04,-2.000000000000000000e+02,8.166666666666667140e+01,1.561733186244964600e-01
3.400000000000000000e+04,-2.000000000000000000e+02,8.111111111111111427e+01,1.455882787704467773e-01
3.500000000000000000e+04,-2.000000000000000000e+02,8.055555555555555713e+01,1.969483494758605957e-01
3.600000000000000000e+04,-2.000000000000000000e+02,8.000000000000000000e+01,1.841771602630615234e-01
3.700000000000000000e+04,-2.000000000000000000e+02,7.944444444444445708e+01,1.964529901742935181e-01
3.800000000000000000e+04,-2.000000000000000000e+02,7.888888888888888573e+01,2.174885720014572144e-01
3.900000000000000000e+04,-2.000000000000000000e+02,7.833333333333332860e+01,1.904255300760269165e-01
4.000000000000000000e+04,-2.000000000000000000e+02,7.777777777777778567e+01,1.728061437606811523e-01
4.100000000000000000e+04,-2.000000000000000000e+02,7.722222222222222854e+01,1.792327761650085449e-01
4.200000000000000000e+04,-2.000000000000000000e+02,7.666666666666665719e+01,1.881912052631378174e-01
4.300000000000000000e+04,-2.000000000000000000e+02,7.611111111111111427e+01,2.517909407615661621e-01
4.400000000000000000e+04,-2.000000000000000000e+02,7.555555555555555713e+01,1.375902444124221802e-01
4.500000000000000000e+04,-2.000000000000000000e+02,7.500000000000000000e+01,2.036244273185729980e-01
4.600000000000000000e+04,-2.000000000000000000e+02,7.444444444444444287e+01,1.532515138387680054e-01
4.700000000000000000e+04,-2.000000000000000000e+02,7.388888888888888573e+01,2.132648676633834839e-01
4.800000000000000000e+04,-2.000000000000000000e+02,7.333333333333334281e+01,1.895704567432403564e-01
4.900000000000000000e+04,-2.000000000000000000e+02,7.277777777777778567e+01,2.126567810773849487e-01
5.000000000000000000e+04,-2.000000000000000000e+02,7.222222222222221433e+01,2.086148262023925781e-01
5.100000000000000000e+04,-2.000000000000000000e+02,7.166666666666667140e+01,1.945910155773162842e-01
5.200000000000000000e+04,-2.000000000000000000e+02,7.111111111111111427e+01,2.607043385505676270e-01
5.300000000000000000e+04,-2.000000000000000000e+02,7.055555555555554292e+01,1.628506481647491455e-01
5.400000000000000000e+04,-2.000000000000000000e+02,7.000000000000000000e+01,1.943452060222625732e-01
