# Timestep,Rewards
8.000000000000000000e+03,-1.129282618662485675e+03
1.600000000000000000e+04,-1.174891496361197596e+03
2.400000000000000000e+04,-1.185370691712520056e+03
3.200000000000000000e+04,-9.312915495160189039e+02
4.000000000000000000e+04,-9.542545315109269950e+02
4.800000000000000000e+04,-6.355201158097257803e+02
5.600000000000000000e+04,-1.948667190185989000e+02
6.400000000000000000e+04,-2.348354790290352696e+02
7.200000000000000000e+04,-3.356729621448103558e+02
8.000000000000000000e+04,-3.646518512742103439e+02
8.800000000000000000e+04,-4.000864900514073952e+02
9.600000000000000000e+04,-3.152443004377443572e+02
1.040000000000000000e+05,-2.478419232052480083e+02
1.120000000000000000e+05,-2.068749618257323277e+02
1.200000000000000000e+05,-2.022329849410326972e+02
1.280000000000000000e+05,-2.609028528918280472e+02
1.360000000000000000e+05,-3.186223941467604845e+02
1.440000000000000000e+05,-2.335969835633275977e+02
1.520000000000000000e+05,-2.086852113897475931e+02
1.600000000000000000e+05,-1.992475593305958341e+02
1.680000000000000000e+05,-2.240209033454126200e+02
1.760000000000000000e+05,-1.863367318308202414e+02
1.840000000000000000e+05,-2.091886203778898903e+02
1.920000000000000000e+05,-2.185372166855344176e+02
2.000000000000000000e+05,-2.305799158200010481e+02
2.080000000000000000e+05,-2.470346656698220897e+02
2.160000000000000000e+05,-2.348630998652229778e+02
2.240000000000000000e+05,-1.684739640881815603e+02
2.320000000000000000e+05,-1.655790120483157466e+02
2.400000000000000000e+05,-1.963576478491079627e+02
2.480000000000000000e+05,-1.863205043561512468e+02
2.560000000000000000e+05,-1.667267839648611698e+02
2.640000000000000000e+05,-1.729252589277548680e+02
2.720000000000000000e+05,-1.597351704404746613e+02
2.800000000000000000e+05,-1.859012274750331528e+02
2.880000000000000000e+05,-4.799092298546077018e+02
2.960000000000000000e+05,-3.833781212435376915e+02
3.040000000000000000e+05,-2.155588864065809389e+02
3.120000000000000000e+05,-1.978086396467343491e+02
3.200000000000000000e+05,-1.548715742179678614e+02
3.280000000000000000e+05,-1.442468081994008458e+02
3.360000000000000000e+05,-1.559684134593005638e+02
3.440000000000000000e+05,-1.526567074271739273e+02
3.520000000000000000e+05,-1.489823889643975861e+02
3.600000000000000000e+05,-1.809681394110930341e+02
3.680000000000000000e+05,-1.607357801288255246e+02
3.760000000000000000e+05,-1.569355291361765978e+02
3.840000000000000000e+05,-1.611272999732814810e+02
3.920000000000000000e+05,-1.721842829061824034e+02
4.000000000000000000e+05,-1.782261175542087130e+02
