# Timestep,Rewards
8.000000000000000000e+03,-1.184180178015516049e+03
1.600000000000000000e+04,-1.045882226185569380e+03
2.400000000000000000e+04,-1.182188671041994667e+03
3.200000000000000000e+04,-1.332058254015188368e+03
4.000000000000000000e+04,-1.083176563938160143e+03
4.800000000000000000e+04,-1.060313719161256358e+03
5.600000000000000000e+04,-1.000897238756188585e+03
6.400000000000000000e+04,-8.845761416581656249e+02
7.200000000000000000e+04,-6.548575164972580751e+02
8.000000000000000000e+04,-3.227164060407586135e+02
8.800000000000000000e+04,-2.073003597143137711e+02
9.600000000000000000e+04,-1.881257675088883161e+02
1.040000000000000000e+05,-2.994168571183080871e+02
1.120000000000000000e+05,-2.033767960062987470e+02
1.200000000000000000e+05,-1.935976384033585020e+02
1.280000000000000000e+05,-2.114561551704462943e+02
1.360000000000000000e+05,-2.194696597277499563e+02
1.440000000000000000e+05,-1.961489760989943818e+02
1.520000000000000000e+05,-2.325984449937024579e+02
1.600000000000000000e+05,-1.908693881416911324e+02
1.680000000000000000e+05,-1.668987492733299973e+02
1.760000000000000000e+05,-3.042995369324784178e+02
1.840000000000000000e+05,-1.912555542627299303e+02
1.920000000000000000e+05,-1.837845306410730473e+02
2.000000000000000000e+05,-1.977122786896647426e+02
2.080000000000000000e+05,-2.077132100947881952e+02
2.160000000000000000e+05,-1.793138400871544320e+02
2.240000000000000000e+05,-2.146821170670546337e+02
2.320000000000000000e+05,-2.068551150494435262e+02
2.400000000000000000e+05,-1.795931636275955725e+02
2.480000000000000000e+05,-1.925595437670115757e+02
2.560000000000000000e+05,-1.790395360744651896e+02
2.640000000000000000e+05,-1.937186626081536929e+02
2.720000000000000000e+05,-1.652812308296506387e+02
2.800000000000000000e+05,-1.649027925400723689e+02
2.880000000000000000e+05,-1.676381581270021570e+02
2.960000000000000000e+05,-1.751910409218684777e+02
3.040000000000000000e+05,-1.934389474826742799e+02
3.120000000000000000e+05,-1.869989704154862693e+02
3.200000000000000000e+05,-1.541148176675805814e+02
3.280000000000000000e+05,-1.526564618111931395e+02
3.360000000000000000e+05,-1.556371724172036295e+02
3.440000000000000000e+05,-1.592890582546192491e+02
3.520000000000000000e+05,-1.577959563636103155e+02
3.600000000000000000e+05,-1.515315856129374197e+02
3.680000000000000000e+05,-1.585449869867435382e+02
3.760000000000000000e+05,-1.412032742844104121e+02
3.840000000000000000e+05,-1.659118061799246675e+02
3.920000000000000000e+05,-1.417602545809163246e+02
4.000000000000000000e+05,-1.774234535976343352e+02
