# Timestep,Rewards
8.000000000000000000e+03,-5.094886254550917215e+01
1.600000000000000000e+04,-2.568297757205720089e+01
2.400000000000000000e+04,-3.166362845592683328e+01
3.200000000000000000e+04,-4.444674436280234886e+01
4.000000000000000000e+04,-3.126850720336642198e+01
4.800000000000000000e+04,-3.075025967166995144e+01
5.600000000000000000e+04,-3.286802779287307885e+01
6.400000000000000000e+04,-2.955208139496093267e+01
7.200000000000000000e+04,-3.653775378077175162e+01
8.000000000000000000e+04,-3.204916108980739153e+01
8.800000000000000000e+04,-3.461419928258642642e+01
9.600000000000000000e+04,-3.349413612160510212e+01
1.040000000000000000e+05,-1.987915134431987596e+01
1.120000000000000000e+05,8.283914647713488932e+01
1.200000000000000000e+05,8.270959937839201359e+01
1.280000000000000000e+05,8.811995244594443477e+01
1.360000000000000000e+05,9.018408109804060757e+01
1.440000000000000000e+05,9.293915238502509624e+01
1.520000000000000000e+05,9.390674865816285433e+01
1.600000000000000000e+05,9.273720673202331000e+01
1.680000000000000000e+05,9.401817161317329408e+01
1.760000000000000000e+05,9.364549266843910402e+01
1.840000000000000000e+05,9.305557192115389853e+01
1.920000000000000000e+05,9.292327404333613572e+01
2.000000000000000000e+05,9.397660861629219653e+01
2.080000000000000000e+05,9.428146052669563915e+01
2.160000000000000000e+05,9.432809485796323656e+01
2.240000000000000000e+05,9.378906021380659297e+01
2.320000000000000000e+05,9.450694997696162147e+01
2.400000000000000000e+05,9.356811375631150440e+01
2.480000000000000000e+05,9.415003846963541889e+01
2.560000000000000000e+05,9.394965587316697508e+01
2.640000000000000000e+05,9.381336088025550168e+01
2.720000000000000000e+05,9.465400064652985179e+01
2.800000000000000000e+05,9.528540173613038178e+01
2.880000000000000000e+05,9.479404176143461314e+01
2.960000000000000000e+05,9.451506991235653743e+01
3.040000000000000000e+05,9.466301792023698169e+01
3.120000000000000000e+05,9.384832426185460008e+01
3.200000000000000000e+05,9.485794172556353487e+01
3.280000000000000000e+05,9.475267256564343654e+01
3.360000000000000000e+05,9.479979450968090759e+01
3.440000000000000000e+05,9.507190391255770123e+01
3.520000000000000000e+05,9.508689758990381335e+01
3.600000000000000000e+05,9.490671735575655532e+01
3.680000000000000000e+05,9.485567543202597562e+01
3.760000000000000000e+05,9.445665855210830841e+01
3.840000000000000000e+05,9.453644652317663599e+01
3.920000000000000000e+05,9.480775397538083382e+01
4.000000000000000000e+05,9.458974783207206372e+01
