# Timestep,Rewards,Exploration %,Training Score
5.000000000000000000e+03,-5.000000000000000000e+02,9.918333333333333712e+01,1.732999831438064575e-01
1.000000000000000000e+04,-5.000000000000000000e+02,9.836666666666667425e+01,2.426154762506484985e-01
1.500000000000000000e+04,-5.000000000000000000e+02,9.754999999999999716e+01,2.961417138576507568e-01
2.000000000000000000e+04,-5.000000000000000000e+02,9.673333333333333428e+01,2.603233456611633301e-01
2.500000000000000000e+04,-5.000000000000000000e+02,9.591666666666667140e+01,3.084151744842529297e-01
3.000000000000000000e+04,-5.000000000000000000e+02,9.509999999999999432e+01,1.454211920499801636e-01
3.500000000000000000e+04,-1.490500000000000114e+02,9.428333333333333144e+01,1.943465322256088257e-01
4.000000000000000000e+04,-1.988199999999999932e+02,9.346666666666666856e+01,2.195770889520645142e-01
4.500000000000000000e+04,-5.000000000000000000e+02,9.265000000000000568e+01,1.190650239586830139e-01
5.000000000000000000e+04,-5.000000000000000000e+02,9.183333333333332860e+01,4.958976507186889648e-01
5.500000000000000000e+04,-5.000000000000000000e+02,9.101666666666666572e+01,2.899121046066284180e-01
6.000000000000000000e+04,-5.000000000000000000e+02,9.020000000000000284e+01,2.962262332439422607e-01
6.500000000000000000e+04,-5.000000000000000000e+02,8.938333333333333997e+01,5.196322798728942871e-01
7.000000000000000000e+04,-5.000000000000000000e+02,8.856666666666667709e+01,2.529899477958679199e-01
7.500000000000000000e+04,-5.000000000000000000e+02,8.775000000000000000e+01,5.570081472396850586e-01
8.000000000000000000e+04,-5.000000000000000000e+02,8.693333333333332291e+01,2.702283561229705811e-01
8.500000000000000000e+04,-5.000000000000000000e+02,8.611666666666666003e+01,4.482646882534027100e-01
9.000000000000000000e+04,-5.000000000000000000e+02,8.529999999999999716e+01,3.675993680953979492e-01
9.500000000000000000e+04,-5.000000000000000000e+02,8.448333333333333428e+01,3.741981685161590576e-01
1.000000000000000000e+05,-5.000000000000000000e+02,8.366666666666667140e+01,3.950745761394500732e-01
1.050000000000000000e+05,-5.000000000000000000e+02,8.284999999999999432e+01,1.925782412290573120e-01
1.100000000000000000e+05,-5.000000000000000000e+02,8.203333333333333144e+01,9.509763121604919434e-01
1.150000000000000000e+05,-5.000000000000000000e+02,8.121666666666666856e+01,7.584111094474792480e-01
1.200000000000000000e+05,-5.000000000000000000e+02,8.040000000000000568e+01,1.274508088827133179e-01
1.250000000000000000e+05,-5.000000000000000000e+02,7.958333333333334281e+01,9.366207569837570190e-02
1.300000000000000000e+05,-5.000000000000000000e+02,7.876666666666666572e+01,1.345763057470321655e-01
1.350000000000000000e+05,-5.000000000000000000e+02,7.795000000000000284e+01,4.757727384567260742e-01
1.400000000000000000e+05,-5.000000000000000000e+02,7.713333333333332575e+01,1.438250541687011719e-01
1.450000000000000000e+05,-5.000000000000000000e+02,7.631666666666666288e+01,7.318645119667053223e-01
1.500000000000000000e+05,-5.000000000000000000e+02,7.550000000000000000e+01,9.560432285070419312e-02
1.550000000000000000e+05,-5.000000000000000000e+02,7.468333333333332291e+01,8.297932744026184082e-01
1.600000000000000000e+05,-2.268899999999999864e+02,7.386666666666667425e+01,9.468581527471542358e-02
1.650000000000000000e+05,-5.000000000000000000e+02,7.304999999999999716e+01,3.917155563831329346e-01
1.700000000000000000e+05,-5.000000000000000000e+02,7.223333333333332007e+01,1.023288071155548096e-01
1.750000000000000000e+05,-5.000000000000000000e+02,7.141666666666665719e+01,9.821907877922058105e-01
1.800000000000000000e+05,-5.000000000000000000e+02,7.059999999999999432e+01,1.106978878378868103e-01
1.850000000000000000e+05,-5.000000000000000000e+02,6.978333333333333144e+01,5.332265421748161316e-02
1.900000000000000000e+05,-5.000000000000000000e+02,6.896666666666666856e+01,2.008246332406997681e-01
1.950000000000000000e+05,-5.000000000000000000e+02,6.815000000000000568e+01,5.867648124694824219e-02
2.000000000000000000e+05,-5.000000000000000000e+02,6.733333333333332860e+01,1.513174027204513550e-01
2.050000000000000000e+05,-5.000000000000000000e+02,6.651666666666666572e+01,1.603266149759292603e-01
2.100000000000000000e+05,-5.000000000000000000e+02,6.570000000000000284e+01,9.176909178495407104e-02
2.150000000000000000e+05,-5.000000000000000000e+02,6.488333333333333997e+01,1.442241817712783813e-01
2.200000000000000000e+05,-5.000000000000000000e+02,6.406666666666667709e+01,6.289706379175186157e-02
2.250000000000000000e+05,-5.000000000000000000e+02,6.325000000000000711e+01,1.551087051630020142e-01
2.300000000000000000e+05,-5.000000000000000000e+02,6.243333333333333002e+01,1.743847280740737915e-01
2.350000000000000000e+05,-5.000000000000000000e+02,6.161666666666667425e+01,8.923459798097610474e-02
2.400000000000000000e+05,-4.604399999999999977e+02,6.079999999999999716e+01,7.585396170616149902e-01
2.450000000000000000e+05,-5.000000000000000000e+02,5.998333333333333428e+01,1.196796000003814697e-01
2.500000000000000000e+05,-5.000000000000000000e+02,5.916666666666666430e+01,1.462304592132568359e-01
2.550000000000000000e+05,-1.641899999999999977e+02,5.835000000000000142e+01,9.902372956275939941e-02
2.600000000000000000e+05,-5.000000000000000000e+02,5.753333333333332433e+01,1.594862192869186401e-01
2.650000000000000000e+05,-5.000000000000000000e+02,5.671666666666666856e+01,7.959096878767013550e-02
2.700000000000000000e+05,-5.000000000000000000e+02,5.589999999999999147e+01,6.128339096903800964e-02
2.750000000000000000e+05,-5.000000000000000000e+02,5.508333333333332860e+01,1.042419746518135071e-01
2.800000000000000000e+05,-1.330099999999999909e+02,5.426666666666666572e+01,3.471634909510612488e-02
2.850000000000000000e+05,-5.000000000000000000e+02,5.344999999999999574e+01,1.708404421806335449e-01
2.900000000000000000e+05,-5.000000000000000000e+02,5.263333333333333286e+01,5.726343989372253418e-01
2.950000000000000000e+05,-5.000000000000000000e+02,5.181666666666666288e+01,7.783920168876647949e-01
3.000000000000000000e+05,-5.000000000000000000e+02,5.100000000000000000e+01,9.749108552932739258e-02
3.050000000000000000e+05,-5.000000000000000000e+02,5.018333333333333712e+01,3.511032089591026306e-02
3.100000000000000000e+05,-5.000000000000000000e+02,4.936666666666666003e+01,7.841427922248840332e-01
3.150000000000000000e+05,-5.000000000000000000e+02,4.855000000000000426e+01,1.148829534649848938e-01
3.200000000000000000e+05,-5.000000000000000000e+02,4.773333333333334139e+01,2.185970097780227661e-01
3.250000000000000000e+05,-5.000000000000000000e+02,4.691666666666667140e+01,9.155546873807907104e-02
3.300000000000000000e+05,-5.000000000000000000e+02,4.609999999999999432e+01,1.148540005087852478e-01
3.350000000000000000e+05,-5.000000000000000000e+02,4.528333333333333144e+01,5.592949315905570984e-02
3.400000000000000000e+05,-5.000000000000000000e+02,4.446666666666666856e+01,2.691307477653026581e-02
3.450000000000000000e+05,-5.000000000000000000e+02,4.364999999999999858e+01,4.969975352287292480e-02
3.500000000000000000e+05,-5.000000000000000000e+02,4.283333333333333570e+01,2.082026004791259766e-02
3.550000000000000000e+05,-5.000000000000000000e+02,4.201666666666666572e+01,1.244901120662689209e-02
3.600000000000000000e+05,-5.000000000000000000e+02,4.120000000000000284e+01,7.749782875180244446e-03
3.650000000000000000e+05,-5.000000000000000000e+02,4.038333333333333997e+01,5.674877669662237167e-03
3.700000000000000000e+05,-5.000000000000000000e+02,3.956666666666666288e+01,7.333557605743408203e-01
3.750000000000000000e+05,-5.000000000000000000e+02,3.874999999999999289e+01,1.066627632826566696e-02
3.800000000000000000e+05,-5.000000000000000000e+02,3.793333333333334423e+01,8.669085800647735596e-03
3.850000000000000000e+05,-5.000000000000000000e+02,3.711666666666666714e+01,1.770839840173721313e-02
3.900000000000000000e+05,-5.000000000000000000e+02,3.629999999999999716e+01,7.386117577552795410e-01
3.950000000000000000e+05,-5.000000000000000000e+02,3.548333333333333428e+01,6.425743456929922104e-03
4.000000000000000000e+05,-5.000000000000000000e+02,3.466666666666667140e+01,5.580316763371229172e-03
4.050000000000000000e+05,-5.000000000000000000e+02,3.385000000000000142e+01,7.817588448524475098e-01
