# Exploration %,Episodes,Rewards,Timestep,Training Score
9.934666666666667822e+01,1.000000000000000000e+02,7.620000000000000284e+01,1.000000000000000000e+03,4.891612529754638672e+00
9.869333333333332803e+01,2.000000000000000000e+02,7.629999999999999716e+01,2.000000000000000000e+03,5.167792677879333496e+00
9.804000000000000625e+01,3.000000000000000000e+02,7.629999999999999716e+01,3.000000000000000000e+03,6.565800786018371582e+00
9.738666666666667027e+01,4.000000000000000000e+02,7.650000000000000000e+01,4.000000000000000000e+03,6.344174861907958984e+00
9.673333333333333428e+01,5.000000000000000000e+02,7.620000000000000284e+01,5.000000000000000000e+03,5.863606333732604980e+00
9.607999999999999829e+01,6.000000000000000000e+02,7.629999999999999716e+01,6.000000000000000000e+03,5.971188187599182129e+00
9.542666666666667652e+01,7.000000000000000000e+02,7.640000000000000568e+01,7.000000000000000000e+03,8.650354862213134766e+00
9.477333333333332632e+01,8.000000000000000000e+02,7.600000000000000000e+01,8.000000000000000000e+03,1.137286758422851562e+01
9.412000000000000455e+01,9.000000000000000000e+02,7.609999999999999432e+01,9.000000000000000000e+03,1.516337132453918457e+01
9.346666666666666856e+01,1.000000000000000000e+03,7.659999999999999432e+01,1.000000000000000000e+04,2.323091268539428711e+01
9.281333333333333258e+01,1.100000000000000000e+03,7.650000000000000000e+01,1.100000000000000000e+04,1.818412756919860840e+01
9.215999999999999659e+01,1.200000000000000000e+03,7.609999999999999432e+01,1.200000000000000000e+04,2.114973449707031250e+01
9.150666666666667481e+01,1.300000000000000000e+03,7.620000000000000284e+01,1.300000000000000000e+04,2.684069776535034180e+01
9.085333333333332462e+01,1.400000000000000000e+03,7.640000000000000568e+01,1.400000000000000000e+04,2.675750064849853516e+01
9.020000000000000284e+01,1.500000000000000000e+03,7.629999999999999716e+01,1.500000000000000000e+04,4.401600933074951172e+01
8.954666666666666686e+01,1.600000000000000000e+03,7.620000000000000284e+01,1.600000000000000000e+04,2.606251287460327148e+01
8.889333333333333087e+01,1.700000000000000000e+03,7.670000000000000284e+01,1.700000000000000000e+04,3.645550346374511719e+01
8.823999999999999488e+01,1.800000000000000000e+03,7.620000000000000284e+01,1.800000000000000000e+04,2.174964022636413574e+01
8.758666666666667311e+01,1.900000000000000000e+03,7.690000000000000568e+01,1.900000000000000000e+04,1.638580012321472168e+01
8.693333333333332291e+01,2.000000000000000000e+03,7.679999999999999716e+01,2.000000000000000000e+04,7.332858324050903320e+00
8.628000000000000114e+01,2.100000000000000000e+03,7.629999999999999716e+01,2.100000000000000000e+04,4.772628664970397949e+00
8.562666666666667936e+01,2.200000000000000000e+03,7.650000000000000000e+01,2.200000000000000000e+04,1.859248250722885132e+00
