# Exploration %,Episodes,Rewards,Timestep,Training Score
9.934666666666667822e+01,1.000000000000000000e+02,7.640000000000000568e+01,1.000000000000000000e+03,5.358639836311340332e+00
9.869333333333332803e+01,2.000000000000000000e+02,7.600000000000000000e+01,2.000000000000000000e+03,5.096708297729492188e+00
9.804000000000000625e+01,3.000000000000000000e+02,7.629999999999999716e+01,3.000000000000000000e+03,5.601005673408508301e+00
9.738666666666667027e+01,4.000000000000000000e+02,7.650000000000000000e+01,4.000000000000000000e+03,5.657371044158935547e+00
9.673333333333333428e+01,5.000000000000000000e+02,7.609999999999999432e+01,5.000000000000000000e+03,8.390394091606140137e+00
9.607999999999999829e+01,6.000000000000000000e+02,7.640000000000000568e+01,6.000000000000000000e+03,8.477701663970947266e+00
9.542666666666667652e+01,7.000000000000000000e+02,7.650000000000000000e+01,7.000000000000000000e+03,1.189573121070861816e+01
9.477333333333332632e+01,8.000000000000000000e+02,7.650000000000000000e+01,8.000000000000000000e+03,1.264012408256530762e+01
9.412000000000000455e+01,9.000000000000000000e+02,7.670000000000000284e+01,9.000000000000000000e+03,1.543812704086303711e+01
9.346666666666666856e+01,1.000000000000000000e+03,7.659999999999999432e+01,1.000000000000000000e+04,1.431729292869567871e+01
9.281333333333333258e+01,1.100000000000000000e+03,7.650000000000000000e+01,1.100000000000000000e+04,1.542614436149597168e+01
9.215999999999999659e+01,1.200000000000000000e+03,7.690000000000000568e+01,1.200000000000000000e+04,1.876154804229736328e+01
9.150666666666667481e+01,1.300000000000000000e+03,7.640000000000000568e+01,1.300000000000000000e+04,2.079620575904846191e+01
9.085333333333332462e+01,1.400000000000000000e+03,7.729999999999999716e+01,1.400000000000000000e+04,1.861128282546997070e+01
9.020000000000000284e+01,1.500000000000000000e+03,7.690000000000000568e+01,1.500000000000000000e+04,9.719078421592712402e+00
8.954666666666666686e+01,1.600000000000000000e+03,7.679999999999999716e+01,1.600000000000000000e+04,5.424334883689880371e+00
8.889333333333333087e+01,1.700000000000000000e+03,7.690000000000000568e+01,1.700000000000000000e+04,3.825777471065521240e+00
8.823999999999999488e+01,1.800000000000000000e+03,7.700000000000000000e+01,1.800000000000000000e+04,3.629234015941619873e+00
8.758666666666667311e+01,1.900000000000000000e+03,7.709999999999999432e+01,1.900000000000000000e+04,3.389059960842132568e+00
8.693333333333332291e+01,2.000000000000000000e+03,7.670000000000000284e+01,2.000000000000000000e+04,2.371737658977508545e+00
8.628000000000000114e+01,2.100000000000000000e+03,7.690000000000000568e+01,2.100000000000000000e+04,2.476757794618606567e+00
8.562666666666667936e+01,2.200000000000000000e+03,7.650000000000000000e+01,2.200000000000000000e+04,2.032546490430831909e+00
8.497333333333332916e+01,2.300000000000000000e+03,7.720000000000000284e+01,2.300000000000000000e+04,2.312356382608413696e+00
8.431999999999999318e+01,2.400000000000000000e+03,7.709999999999999432e+01,2.400000000000000000e+04,1.444763213396072388e+00
8.366666666666667140e+01,2.500000000000000000e+03,7.720000000000000284e+01,2.500000000000000000e+04,2.486895024776458740e+00
8.301333333333333542e+01,2.600000000000000000e+03,7.729999999999999716e+01,2.600000000000000000e+04,2.873166322708129883e+00
8.235999999999999943e+01,2.700000000000000000e+03,7.759999999999999432e+01,2.700000000000000000e+04,1.527542114257812500e+00
8.170666666666666345e+01,2.800000000000000000e+03,7.750000000000000000e+01,2.800000000000000000e+04,1.464243277907371521e+00
8.105333333333332746e+01,2.900000000000000000e+03,7.779999999999999716e+01,2.900000000000000000e+04,1.139246314764022827e+00
8.040000000000000568e+01,3.000000000000000000e+03,7.740000000000000568e+01,3.000000000000000000e+04,1.577919065952301025e+00
7.974666666666666970e+01,3.100000000000000000e+03,7.790000000000000568e+01,3.100000000000000000e+04,1.163651883602142334e+00
7.909333333333333371e+01,3.200000000000000000e+03,7.740000000000000568e+01,3.200000000000000000e+04,9.778385311365127563e-01
7.843999999999999773e+01,3.300000000000000000e+03,7.770000000000000284e+01,3.300000000000000000e+04,1.014593198895454407e+00
7.778666666666667595e+01,3.400000000000000000e+03,7.720000000000000284e+01,3.400000000000000000e+04,8.341212570667266846e-01
7.713333333333332575e+01,3.500000000000000000e+03,7.729999999999999716e+01,3.500000000000000000e+04,7.104039639234542847e-01
7.648000000000000398e+01,3.600000000000000000e+03,7.740000000000000568e+01,3.600000000000000000e+04,7.955771386623382568e-01
7.582666666666666799e+01,3.700000000000000000e+03,7.770000000000000284e+01,3.700000000000000000e+04,8.731441348791122437e-01
7.517333333333333201e+01,3.800000000000000000e+03,7.729999999999999716e+01,3.800000000000000000e+04,7.786238193511962891e-01
7.451999999999999602e+01,3.900000000000000000e+03,7.709999999999999432e+01,3.900000000000000000e+04,9.090159386396408081e-01
7.386666666666667425e+01,4.000000000000000000e+03,7.740000000000000568e+01,4.000000000000000000e+04,8.540717661380767822e-01
7.321333333333332405e+01,4.100000000000000000e+03,7.759999999999999432e+01,4.100000000000000000e+04,6.846798360347747803e-01
7.256000000000000227e+01,4.200000000000000000e+03,7.750000000000000000e+01,4.200000000000000000e+04,8.907183110713958740e-01
7.190666666666666629e+01,4.300000000000000000e+03,7.740000000000000568e+01,4.300000000000000000e+04,7.720682173967361450e-01
7.125333333333333030e+01,4.400000000000000000e+03,7.750000000000000000e+01,4.400000000000000000e+04,5.329532250761985779e-01
7.059999999999999432e+01,4.500000000000000000e+03,7.740000000000000568e+01,4.500000000000000000e+04,6.407501250505447388e-01
6.994666666666667254e+01,4.600000000000000000e+03,7.709999999999999432e+01,4.600000000000000000e+04,7.672506868839263916e-01
6.929333333333333655e+01,4.700000000000000000e+03,7.750000000000000000e+01,4.700000000000000000e+04,7.066529840230941772e-01
6.864000000000000057e+01,4.800000000000000000e+03,7.670000000000000284e+01,4.800000000000000000e+04,5.439950898289680481e-01
6.798666666666666458e+01,4.900000000000000000e+03,7.679999999999999716e+01,4.900000000000000000e+04,7.860807329416275024e-01
6.733333333333332860e+01,5.000000000000000000e+03,7.690000000000000568e+01,5.000000000000000000e+04,7.617452740669250488e-01
6.668000000000000682e+01,5.100000000000000000e+03,7.720000000000000284e+01,5.100000000000000000e+04,8.783370703458786011e-01
6.602666666666667084e+01,5.200000000000000000e+03,7.709999999999999432e+01,5.200000000000000000e+04,5.806349739432334900e-01
6.537333333333333485e+01,5.300000000000000000e+03,7.709999999999999432e+01,5.300000000000000000e+04,5.809462368488311768e-01
6.471999999999999886e+01,5.400000000000000000e+03,7.690000000000000568e+01,5.400000000000000000e+04,5.363456010818481445e-01
6.406666666666667709e+01,5.500000000000000000e+03,7.679999999999999716e+01,5.500000000000000000e+04,4.022614359855651855e-01
6.341333333333333400e+01,5.600000000000000000e+03,7.690000000000000568e+01,5.600000000000000000e+04,6.269651204347610474e-01
6.275999999999999091e+01,5.700000000000000000e+03,7.709999999999999432e+01,5.700000000000000000e+04,5.187409296631813049e-01
6.210666666666666913e+01,5.800000000000000000e+03,7.690000000000000568e+01,5.800000000000000000e+04,6.554632931947708130e-01
6.145333333333334025e+01,5.900000000000000000e+03,7.650000000000000000e+01,5.900000000000000000e+04,6.585376262664794922e-01
6.079999999999999716e+01,6.000000000000000000e+03,7.600000000000000000e+01,6.000000000000000000e+04,6.061216518282890320e-01
6.014666666666666117e+01,6.100000000000000000e+03,7.659999999999999432e+01,6.100000000000000000e+04,7.505918592214584351e-01
5.949333333333333229e+01,6.200000000000000000e+03,7.670000000000000284e+01,6.200000000000000000e+04,5.112684145569801331e-01
5.884000000000000341e+01,6.300000000000000000e+03,7.690000000000000568e+01,6.300000000000000000e+04,4.646062254905700684e-01
5.818666666666666742e+01,6.400000000000000000e+03,7.550000000000000000e+01,6.400000000000000000e+04,7.617938667535781860e-01
5.753333333333332433e+01,6.500000000000000000e+03,7.559999999999999432e+01,6.500000000000000000e+04,6.798536852002143860e-01
5.687999999999999545e+01,6.600000000000000000e+03,7.609999999999999432e+01,6.600000000000000000e+04,7.216406017541885376e-01
5.622666666666666657e+01,6.700000000000000000e+03,7.640000000000000568e+01,6.700000000000000000e+04,5.962147712707519531e-01
5.557333333333333769e+01,6.800000000000000000e+03,7.640000000000000568e+01,6.800000000000000000e+04,5.265949815511703491e-01
5.491999999999998749e+01,6.900000000000000000e+03,7.579999999999999716e+01,6.900000000000000000e+04,6.995858550071716309e-01
5.426666666666666572e+01,7.000000000000000000e+03,7.590000000000000568e+01,7.000000000000000000e+04,6.829242110252380371e-01
5.361333333333333684e+01,7.100000000000000000e+03,7.620000000000000284e+01,7.100000000000000000e+04,5.383801683783531189e-01
5.296000000000000796e+01,7.200000000000000000e+03,7.570000000000000284e+01,7.200000000000000000e+04,4.492424130439758301e-01
5.230666666666665776e+01,7.300000000000000000e+03,7.550000000000000000e+01,7.300000000000000000e+04,5.729653462767601013e-01
5.165333333333332888e+01,7.400000000000000000e+03,7.579999999999999716e+01,7.400000000000000000e+04,8.134563714265823364e-01
5.100000000000000000e+01,7.500000000000000000e+03,7.459999999999999432e+01,7.500000000000000000e+04,5.192592963576316833e-01
5.034666666666666401e+01,7.600000000000000000e+03,7.579999999999999716e+01,7.600000000000000000e+04,5.388675928115844727e-01
4.969333333333333513e+01,7.700000000000000000e+03,7.600000000000000000e+01,7.700000000000000000e+04,5.815494209527969360e-01
4.903999999999999204e+01,7.800000000000000000e+03,7.579999999999999716e+01,7.800000000000000000e+04,4.182128235697746277e-01
4.838666666666667737e+01,7.900000000000000000e+03,7.629999999999999716e+01,7.900000000000000000e+04,4.273236766457557678e-01
4.773333333333334139e+01,8.000000000000000000e+03,7.490000000000000568e+01,8.000000000000000000e+04,6.346946507692337036e-01
4.707999999999999829e+01,8.100000000000000000e+03,7.479999999999999716e+01,8.100000000000000000e+04,5.079425349831581116e-01
4.642666666666666941e+01,8.200000000000000000e+03,7.579999999999999716e+01,8.200000000000000000e+04,3.673383146524429321e-01
4.577333333333333343e+01,8.300000000000000000e+03,7.740000000000000568e+01,8.300000000000000000e+04,2.637174986302852631e-01
4.511999999999999034e+01,8.400000000000000000e+03,7.790000000000000568e+01,8.400000000000000000e+04,3.201008439064025879e-01
4.446666666666666856e+01,8.500000000000000000e+03,7.750000000000000000e+01,8.500000000000000000e+04,3.932162038981914520e-01
4.381333333333332547e+01,8.600000000000000000e+03,7.809999999999999432e+01,8.600000000000000000e+04,2.919446267187595367e-01
4.316000000000001080e+01,8.700000000000000000e+03,7.879999999999999716e+01,8.700000000000000000e+04,3.052588440477848053e-01
4.250666666666666771e+01,8.800000000000000000e+03,7.909999999999999432e+01,8.800000000000000000e+04,2.827457450330257416e-01
4.185333333333333172e+01,8.900000000000000000e+03,7.940000000000000568e+01,8.900000000000000000e+04,3.371523916721343994e-01
4.120000000000000284e+01,9.000000000000000000e+03,7.950000000000000000e+01,9.000000000000000000e+04,1.991817057132720947e-01
4.054666666666666686e+01,9.100000000000000000e+03,7.920000000000000284e+01,9.100000000000000000e+04,2.377869971096515656e-01
3.989333333333333798e+01,9.200000000000000000e+03,7.940000000000000568e+01,9.200000000000000000e+04,2.223908156156539917e-01
3.923999999999999488e+01,9.300000000000000000e+03,7.909999999999999432e+01,9.300000000000000000e+04,1.666986756026744843e-01
3.858666666666666600e+01,9.400000000000000000e+03,7.950000000000000000e+01,9.400000000000000000e+04,1.265270356088876724e-01
3.793333333333334423e+01,9.500000000000000000e+03,7.950000000000000000e+01,9.500000000000000000e+04,1.573119685053825378e-01
3.728000000000000114e+01,9.600000000000000000e+03,7.940000000000000568e+01,9.600000000000000000e+04,2.007301263511180878e-01
3.662666666666667226e+01,9.700000000000000000e+03,7.970000000000000284e+01,9.700000000000000000e+04,1.361411847174167633e-01
3.597333333333333627e+01,9.800000000000000000e+03,7.970000000000000284e+01,9.800000000000000000e+04,1.570704244077205658e-01
3.531999999999999318e+01,9.900000000000000000e+03,7.979999999999999716e+01,9.900000000000000000e+04,1.509065311402082443e-01
3.466666666666667140e+01,1.000000000000000000e+04,8.009999999999999432e+01,1.000000000000000000e+05,9.922707267105579376e-02
