# Timestep,Rewards,Exploration %,Training Score
5.000000000000000000e+03,-5.000000000000000000e+02,9.591666666666667140e+01,1.277101635932922363e-01
1.000000000000000000e+04,-5.000000000000000000e+02,9.183333333333332860e+01,3.125509619712829590e-01
1.500000000000000000e+04,-5.000000000000000000e+02,8.775000000000000000e+01,4.627862274646759033e-01
2.000000000000000000e+04,-5.000000000000000000e+02,8.366666666666667140e+01,4.365969300270080566e-01
2.500000000000000000e+04,-5.000000000000000000e+02,7.958333333333334281e+01,1.209048479795455933e-01
3.000000000000000000e+04,-5.000000000000000000e+02,7.550000000000000000e+01,4.361593350768089294e-02
3.500000000000000000e+04,-5.000000000000000000e+02,7.141666666666665719e+01,1.369488835334777832e-01
4.000000000000000000e+04,-5.000000000000000000e+02,6.733333333333332860e+01,8.505731821060180664e-02
4.500000000000000000e+04,-5.000000000000000000e+02,6.325000000000000711e+01,3.256050944328308105e-01
5.000000000000000000e+04,-5.000000000000000000e+02,5.916666666666666430e+01,3.201282024383544922e-01
5.500000000000000000e+04,-5.000000000000000000e+02,5.508333333333332860e+01,4.717209935188293457e-01
6.000000000000000000e+04,-5.000000000000000000e+02,5.100000000000000000e+01,2.457945793867111206e-01
6.500000000000000000e+04,-5.000000000000000000e+02,4.691666666666667140e+01,1.551386415958404541e-01
7.000000000000000000e+04,-5.000000000000000000e+02,4.283333333333333570e+01,4.424296617507934570e-01
7.500000000000000000e+04,-5.000000000000000000e+02,3.874999999999999289e+01,5.642365217208862305e-01
8.000000000000000000e+04,-4.908500000000000227e+02,3.466666666666667140e+01,6.240313053131103516e-01
8.500000000000000000e+04,-4.543199999999999932e+02,3.058333333333332860e+01,1.185068130493164062e+00
9.000000000000000000e+04,-5.000000000000000000e+02,2.650000000000000000e+01,2.807261943817138672e-01
9.500000000000000000e+04,-5.000000000000000000e+02,2.241666666666667496e+01,1.769966334104537964e-01
1.000000000000000000e+05,-4.717799999999999727e+02,1.833333333333333570e+01,3.080416917800903320e-01
1.050000000000000000e+05,-5.000000000000000000e+02,1.425000000000000711e+01,3.358840942382812500e-01
1.100000000000000000e+05,-5.000000000000000000e+02,1.016666666666666785e+01,1.086307764053344727e-01
1.150000000000000000e+05,-5.000000000000000000e+02,6.083333333333329485e+00,6.640538573265075684e-02
1.200000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,5.644087120890617371e-02
1.250000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,2.315401285886764526e-02
1.300000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,1.404437422752380371e-02
1.350000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,2.783854007720947266e+00
1.400000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,1.845516636967658997e-02
1.450000000000000000e+05,-4.921100000000000136e+02,2.000000000000001776e+00,7.010001689195632935e-02
1.500000000000000000e+05,-2.501200000000000045e+02,2.000000000000001776e+00,1.006590276956558228e-01
1.550000000000000000e+05,-9.354999999999999716e+01,2.000000000000001776e+00,4.820345938205718994e-01
1.600000000000000000e+05,-9.100000000000000000e+01,2.000000000000001776e+00,2.856019139289855957e-01
1.650000000000000000e+05,-1.190999999999999943e+02,2.000000000000001776e+00,3.897436261177062988e-01
1.700000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,4.590287804603576660e-01
1.750000000000000000e+05,-1.102099999999999937e+02,2.000000000000001776e+00,1.240187883377075195e-01
1.800000000000000000e+05,-4.652599999999999909e+02,2.000000000000001776e+00,1.103050932288169861e-01
1.850000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,9.542864561080932617e-02
1.900000000000000000e+05,-5.000000000000000000e+02,2.000000000000001776e+00,3.426720201969146729e-02
1.950000000000000000e+05,-9.484000000000000341e+01,2.000000000000001776e+00,3.529583290219306946e-02
2.000000000000000000e+05,-1.998899999999999864e+02,2.000000000000001776e+00,1.241613030433654785e-01
