# Exploration %,Episodes,Rewards,Timestep,Training Score
9.934666666666667822e+01,1.000000000000000000e+02,7.570000000000000284e+01,1.000000000000000000e+03,5.392515420913696289e+00
9.869333333333332803e+01,2.000000000000000000e+02,7.600000000000000000e+01,2.000000000000000000e+03,5.073887228965759277e+00
9.804000000000000625e+01,3.000000000000000000e+02,7.609999999999999432e+01,3.000000000000000000e+03,5.023365855216979980e+00
9.738666666666667027e+01,4.000000000000000000e+02,7.650000000000000000e+01,4.000000000000000000e+03,4.837602198123931885e+00
9.673333333333333428e+01,5.000000000000000000e+02,7.629999999999999716e+01,5.000000000000000000e+03,6.048513650894165039e+00
9.607999999999999829e+01,6.000000000000000000e+02,7.600000000000000000e+01,6.000000000000000000e+03,8.089808225631713867e+00
9.542666666666667652e+01,7.000000000000000000e+02,7.670000000000000284e+01,7.000000000000000000e+03,1.083320474624633789e+01
9.477333333333332632e+01,8.000000000000000000e+02,7.659999999999999432e+01,8.000000000000000000e+03,1.126884102821350098e+01
9.412000000000000455e+01,9.000000000000000000e+02,7.640000000000000568e+01,9.000000000000000000e+03,1.101970386505126953e+01
9.346666666666666856e+01,1.000000000000000000e+03,7.650000000000000000e+01,1.000000000000000000e+04,9.892453432083129883e+00
9.281333333333333258e+01,1.100000000000000000e+03,7.659999999999999432e+01,1.100000000000000000e+04,1.277343189716339111e+01
9.215999999999999659e+01,1.200000000000000000e+03,7.650000000000000000e+01,1.200000000000000000e+04,9.921195864677429199e+00
9.150666666666667481e+01,1.300000000000000000e+03,7.640000000000000568e+01,1.300000000000000000e+04,7.152448892593383789e+00
9.085333333333332462e+01,1.400000000000000000e+03,7.670000000000000284e+01,1.400000000000000000e+04,4.433834254741668701e+00
9.020000000000000284e+01,1.500000000000000000e+03,7.679999999999999716e+01,1.500000000000000000e+04,3.291566252708435059e+00
8.954666666666666686e+01,1.600000000000000000e+03,7.650000000000000000e+01,1.600000000000000000e+04,2.608058571815490723e+00
8.889333333333333087e+01,1.700000000000000000e+03,7.670000000000000284e+01,1.700000000000000000e+04,2.559228420257568359e+00
8.823999999999999488e+01,1.800000000000000000e+03,7.670000000000000284e+01,1.800000000000000000e+04,2.582820117473602295e+00
8.758666666666667311e+01,1.900000000000000000e+03,7.709999999999999432e+01,1.900000000000000000e+04,2.785021632909774780e+00
8.693333333333332291e+01,2.000000000000000000e+03,7.700000000000000000e+01,2.000000000000000000e+04,2.037702530622482300e+00
8.628000000000000114e+01,2.100000000000000000e+03,7.700000000000000000e+01,2.100000000000000000e+04,2.736594498157501221e+00
8.562666666666667936e+01,2.200000000000000000e+03,7.729999999999999716e+01,2.200000000000000000e+04,2.702453851699829102e+00
8.497333333333332916e+01,2.300000000000000000e+03,7.720000000000000284e+01,2.300000000000000000e+04,2.496016561985015869e+00
