# Exploration %,Episodes,Rewards,Timestep,Training Score
9.934666666666667822e+01,1.600000000000000000e+01,2.710000000000000142e+01,1.000000000000000000e+03,1.210462655872106552e-01
9.869333333333332803e+01,4.000000000000000000e+01,2.360000000000000142e+01,2.000000000000000000e+03,1.948645319789648056e-01
9.804000000000000625e+01,6.400000000000000000e+01,2.300000000000000000e+01,3.000000000000000000e+03,2.725246809422969818e-01
9.738666666666667027e+01,8.000000000000000000e+01,2.469999999999999929e+01,4.000000000000000000e+03,4.184299707412719727e-01
9.673333333333333428e+01,1.120000000000000000e+02,2.310000000000000142e+01,5.000000000000000000e+03,6.895211786031723022e-01
9.607999999999999829e+01,1.360000000000000000e+02,2.169999999999999929e+01,6.000000000000000000e+03,4.461933281272649765e-01
9.542666666666667652e+01,1.600000000000000000e+02,2.169999999999999929e+01,7.000000000000000000e+03,6.754238642752170563e-01
9.477333333333332632e+01,1.920000000000000000e+02,2.050000000000000000e+01,8.000000000000000000e+03,7.592055648565292358e-01
9.412000000000000455e+01,2.160000000000000000e+02,1.960000000000000142e+01,9.000000000000000000e+03,3.395679555833339691e-01
9.346666666666666856e+01,2.240000000000000000e+02,2.189999999999999858e+01,1.000000000000000000e+04,6.782119199633598328e-01
9.281333333333333258e+01,2.480000000000000000e+02,2.100000000000000000e+01,1.100000000000000000e+04,6.215574294328689575e-01
9.215999999999999659e+01,2.640000000000000000e+02,2.280000000000000071e+01,1.200000000000000000e+04,3.998432271182537079e-01
9.150666666666667481e+01,2.880000000000000000e+02,2.400000000000000000e+01,1.300000000000000000e+04,1.536191314458847046e+00
9.085333333333332462e+01,3.040000000000000000e+02,2.419999999999999929e+01,1.400000000000000000e+04,1.144881695508956909e+00
9.020000000000000284e+01,3.200000000000000000e+02,2.589999999999999858e+01,1.500000000000000000e+04,1.355365999042987823e+00
8.954666666666666686e+01,3.360000000000000000e+02,2.550000000000000000e+01,1.600000000000000000e+04,4.510647766292095184e-01
8.889333333333333087e+01,3.520000000000000000e+02,2.660000000000000142e+01,1.700000000000000000e+04,5.864431411027908325e-01
8.823999999999999488e+01,3.680000000000000000e+02,2.760000000000000142e+01,1.800000000000000000e+04,8.894724994897842407e-01
8.758666666666667311e+01,3.760000000000000000e+02,2.889999999999999858e+01,1.900000000000000000e+04,1.129864081740379333e+00
8.693333333333332291e+01,4.000000000000000000e+02,2.689999999999999858e+01,2.000000000000000000e+04,7.277506887912750244e-01
8.628000000000000114e+01,4.160000000000000000e+02,2.750000000000000000e+01,2.100000000000000000e+04,4.658753313124179840e-01
8.562666666666667936e+01,4.320000000000000000e+02,2.889999999999999858e+01,2.200000000000000000e+04,1.269544005393981934e+00
8.497333333333332916e+01,4.480000000000000000e+02,2.850000000000000000e+01,2.300000000000000000e+04,1.144396618008613586e+00
8.431999999999999318e+01,4.480000000000000000e+02,3.160000000000000142e+01,2.400000000000000000e+04,6.021155864000320435e-01
8.366666666666667140e+01,4.640000000000000000e+02,3.229999999999999716e+01,2.500000000000000000e+04,1.372605692595243454e+00
8.301333333333333542e+01,4.800000000000000000e+02,3.279999999999999716e+01,2.600000000000000000e+04,8.492736890912055969e-01
8.235999999999999943e+01,4.880000000000000000e+02,3.450000000000000000e+01,2.700000000000000000e+04,5.163204520940780640e-01
8.170666666666666345e+01,4.960000000000000000e+02,3.660000000000000142e+01,2.800000000000000000e+04,1.426639057695865631e+00
8.105333333333332746e+01,5.040000000000000000e+02,3.789999999999999858e+01,2.900000000000000000e+04,1.201365366578102112e-01
8.040000000000000568e+01,5.200000000000000000e+02,3.750000000000000000e+01,3.000000000000000000e+04,1.174578092992305756e+00
7.974666666666666970e+01,5.280000000000000000e+02,3.900000000000000000e+01,3.100000000000000000e+04,7.229017280042171478e-01
7.909333333333333371e+01,5.520000000000000000e+02,3.539999999999999858e+01,3.200000000000000000e+04,1.292044784873723984e+00
7.843999999999999773e+01,5.680000000000000000e+02,3.670000000000000284e+01,3.300000000000000000e+04,1.106297582387924194e+00
7.778666666666667595e+01,5.760000000000000000e+02,3.800000000000000000e+01,3.400000000000000000e+04,5.260186381638050079e-01
7.713333333333332575e+01,5.840000000000000000e+02,3.810000000000000142e+01,3.500000000000000000e+04,4.281922820955514908e-01
7.648000000000000398e+01,6.080000000000000000e+02,3.439999999999999858e+01,3.600000000000000000e+04,8.438218683004379272e-01
7.582666666666666799e+01,6.160000000000000000e+02,3.510000000000000142e+01,3.700000000000000000e+04,1.414494544267654419e+00
7.517333333333333201e+01,6.240000000000000000e+02,3.710000000000000142e+01,3.800000000000000000e+04,3.331328816711902618e-01
7.451999999999999602e+01,6.320000000000000000e+02,3.850000000000000000e+01,3.900000000000000000e+04,8.160463348031044006e-01
7.386666666666667425e+01,6.480000000000000000e+02,3.950000000000000000e+01,4.000000000000000000e+04,1.154213640838861465e-01
7.321333333333332405e+01,6.640000000000000000e+02,3.850000000000000000e+01,4.100000000000000000e+04,3.661078624427318573e-01
7.256000000000000227e+01,6.720000000000000000e+02,4.060000000000000142e+01,4.200000000000000000e+04,1.534395547583699226e+00
7.190666666666666629e+01,6.800000000000000000e+02,4.000000000000000000e+01,4.300000000000000000e+04,2.236875444650650024e+00
7.125333333333333030e+01,6.960000000000000000e+02,3.989999999999999858e+01,4.400000000000000000e+04,5.664770975708961487e-01
7.059999999999999432e+01,7.040000000000000000e+02,4.270000000000000284e+01,4.500000000000000000e+04,1.297177840024232864e+00
6.994666666666667254e+01,7.120000000000000000e+02,4.320000000000000284e+01,4.600000000000000000e+04,1.024452485144138336e+00
6.929333333333333655e+01,7.280000000000000000e+02,4.050000000000000000e+01,4.700000000000000000e+04,6.686772927641868591e-01
6.864000000000000057e+01,7.360000000000000000e+02,4.189999999999999858e+01,4.800000000000000000e+04,1.827216111123561859e-01
6.798666666666666458e+01,7.360000000000000000e+02,4.420000000000000284e+01,4.900000000000000000e+04,5.878857374191284180e-01
6.733333333333332860e+01,7.440000000000000000e+02,4.629999999999999716e+01,5.000000000000000000e+04,3.283360470086336136e-01
6.668000000000000682e+01,7.600000000000000000e+02,4.760000000000000142e+01,5.100000000000000000e+04,7.091983035206794739e-01
6.602666666666667084e+01,7.680000000000000000e+02,4.800000000000000000e+01,5.200000000000000000e+04,1.631325915455818176e+00
6.537333333333333485e+01,7.760000000000000000e+02,4.800000000000000000e+01,5.300000000000000000e+04,1.424281276762485504e+00
6.471999999999999886e+01,7.840000000000000000e+02,4.960000000000000142e+01,5.400000000000000000e+04,2.386807814240455627e+00
6.406666666666667709e+01,7.920000000000000000e+02,5.170000000000000284e+01,5.500000000000000000e+04,3.664436712861061096e-01
6.341333333333333400e+01,8.000000000000000000e+02,5.310000000000000142e+01,5.600000000000000000e+04,1.155977476388216019e+00
6.275999999999999091e+01,8.080000000000000000e+02,5.179999999999999716e+01,5.700000000000000000e+04,1.478077810257673264e+00
6.210666666666666913e+01,8.160000000000000000e+02,5.429999999999999716e+01,5.800000000000000000e+04,2.116277147084474564e+00
6.145333333333334025e+01,8.160000000000000000e+02,5.700000000000000000e+01,5.900000000000000000e+04,8.026239499449729919e-01
6.079999999999999716e+01,8.240000000000000000e+02,5.970000000000000284e+01,6.000000000000000000e+04,1.004409193992614746e+00
6.014666666666666117e+01,8.320000000000000000e+02,5.789999999999999858e+01,6.100000000000000000e+04,1.270042162388563156e+00
5.949333333333333229e+01,8.400000000000000000e+02,5.739999999999999858e+01,6.200000000000000000e+04,1.445793330669403076e+00
5.884000000000000341e+01,8.400000000000000000e+02,6.089999999999999858e+01,6.300000000000000000e+04,1.230323731899261475e+00
5.818666666666666742e+01,8.480000000000000000e+02,6.379999999999999716e+01,6.400000000000000000e+04,4.804628640413284302e-01
